TestTime,Result,Cooked,PeakdB,CookedVPtime,RefVPTime,CookedTime/RefTime*100%,VPList,CookedTime,RefTime,Cooked/RefTime*100%,VRRestult,CookVLen,RefVLen
2018-05-11-18-20-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_20_00\capaec10.pcm,-6,10617,12036,88.2103688933,[(404727 43 -40) (434829 614 -7) (549316 12 -47) (579037 609 -22) (665379 576 -32) (769326 0 -49) (781359 276 -6) (903600 415 -12) (1038938 191 -36) (1064187 2 -48) (1142642 121 -19) (1211220 769 -7) (1332202 85 -35) (1416313 1856 -9) (1515318 15 -42) (1553654 1868 -6) (1704120 1630 -7) (1810674 1535 -8)],6005,8576,70.020988806,赢行如西进了我的王成勇是我走与背影,17,52
2018-05-11-18-21-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_21_00\capaec11.pcm,-6,10080,12036,83.7487537388,[(405381 24 -44) (435579 597 -8) (504282 28 -41) (548891 20 -43) (579594 635 -25) (667207 22 -44) (678074 119 -37) (750293 44 -40) (768198 41 -43) (781752 278 -6) (905557 375 -10) (935962 13 -46) (1039078 197 -34) (1064113 0 -49) (1142241 146 -22) (1211619 12 -48) (1222817 320 -7) (1333435 39 -44) (1416671 2077 -7) (1553348 1868 -6) (1704165 1691 -7) (1810679 1534 -8)],6034,8576,70.359141791,行行从西进了我的蒙城一种是我讲与背影,18,52
2018-05-11-18-22-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_22_00\capaec12.pcm,-6,10682,12036,88.7504154204,[(404429 43 -43) (434620 627 -8) (579111 622 -20) (665710 569 -37) (781195 262 -6) (905481 361 -11) (935408 16 -42) (1038577 49 -35) (1141773 137 -18) (1211512 766 -8) (1332510 99 -37) (1416875 2076 -6) (1552454 1888 -6) (1702932 1650 -6) (1811454 1517 -8)],5917,8576,68.994869403,行行行进了我的啊王成一种自我小与背影,18,52
2018-05-11-18-23-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_23_00\capaec13.pcm,-5,10079,12036,83.7404453307,[(405615 27 -42) (435675 566 -8) (504572 23 -44) (550019 0 -49) (574372 603 -26) (665671 349 -36) (750409 41 -37) (768515 35 -42) (782055 265 -5) (905743 401 -13) (936072 23 -39) (1039286 44 -36) (1142897 158 -21) (1212431 563 -7) (1331702 101 -35) (1416919 2073 -7) (1553241 721 -7) (1600168 914 -6) (1655563 25 -42) (1703967 1645 -6) (1812434 1502 -8)],5707,8576,66.5461753731,行行有行进了我的王成一种自我与背影,17,52
2018-05-11-18-24-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_24_00\capaec14.pcm,-6,10342,12036,85.9255566633,[(404108 37 -41) (434726 608 -7) (548911 2 -48) (578651 595 -26) (666508 1 -48) (678212 59 -40) (692209 0 -49) (749482 38 -38) (767525 35 -42) (781304 276 -6) (905380 362 -11) (1038509 211 -38) (1141672 153 -19) (1210361 574 -7) (1331616 116 -36) (1416115 2072 -9) (1552691 1878 -6) (1703508 1638 -7) (1810406 1687 -8)],6033,8576,70.3474813433,行行如西进了我的王成一种是我找与背影,18,52
2018-05-11-18-25-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_25_00\capaec15.pcm,-5,10135,12036,84.2057161848,[(435388 636 -8) (505946 29 -46) (579404 579 -25) (674004 399 -36) (781865 257 -6) (905160 650 -11) (1039159 197 -38) (1065081 63 -39) (1143084 138 -23) (1211259 12 -48) (1222772 325 -7) (1332108 113 -37) (1416245 2090 -9) (1555430 516 -6) (1600106 904 -5) (1703546 1714 -7) (1811656 1513 -8)],5840,8576,68.0970149254,赢行从西进了我的行成一种自我与背影,17,52
2018-05-11-18-26-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_26_00\capaec16.pcm,-6,9908,12036,82.319707544,[(404717 79 -41) (435275 615 -8) (504755 9 -46) (549154 13 -47) (579105 603 -25) (666834 35 -45) (678588 65 -36) (750682 27 -46) (768279 31 -45) (781770 267 -6) (905495 380 -12) (935417 22 -40) (1038526 209 -35) (1142184 127 -25) (1211528 0 -49) (1222554 427 -8) (1333347 41 -47) (1416588 2077 -7) (1553634 765 -6) (1600278 898 -6) (1703957 1697 -6) (1811305 1521 -8)],6009,8576,70.067630597,行行如行进了我的王强一组自我与背影,17,52
2018-05-11-18-27-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_27_00\capaec17.pcm,-6,10646,12036,88.4513127285,[(405282 77 -41) (434383 613 -8) (504591 75 -36) (575356 688 -17) (665920 374 -28) (769109 29 -45) (780700 299 -6) (903227 397 -13) (936434 12 -45) (1039034 101 -35) (1141931 123 -23) (1211152 566 -8) (1332338 143 -33) (1415370 1874 -6) (1515099 14 -41) (1552347 726 -7) (1598856 1171 -6) (1704162 1628 -7) (1810037 1736 -9)],6171,8576,71.9566231343,行行如行那我的完成一种自我强与背影,17,52
2018-05-11-18-28-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_28_00\capaec18.pcm,-6,11073,12036,91.999002991,[(250231 138 -46) (405226 23 -43) (435076 569 -7) (549017 11 -44) (573478 741 -23) (666966 357 -34) (749809 41 -39) (767720 38 -44) (781601 265 -6) (905727 388 -10) (935229 26 -35) (1038943 134 -39) (1068677 101 -46) (1142788 150 -24) (1211880 641 -7) (1331259 80 -35) (1416788 2063 -7) (1553626 1877 -6) (1703093 1707 -6) (1810974 1723 -8)],5952,8576,69.4029850746,行行杨西进了我的换成一种自我调与背影,18,52
2018-05-11-18-29-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_29_00\capaec19.pcm,-6,10548,12036,87.6370887338,[(404678 39 -41) (435577 559 -8) (504319 51 -44) (549516 4 -45) (573012 707 -23) (667156 21 -46) (678410 122 -36) (750212 36 -43) (769300 16 -47) (781404 268 -6) (905564 364 -10) (1039023 201 -35) (1142673 136 -20) (1211468 761 -7) (1331360 108 -32) (1416671 2079 -8) (1552547 734 -6) (1599814 898 -6) (1703678 1719 -6) (1810950 1725 -9)],6016,8576,70.1492537313,行你行从那我的话王强一种自我小与背影,18,52
2018-05-11-18-30-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_30_00\capaec20.pcm,-6,9695,12036,80.5500166168,[(404386 82 -41) (435145 575 -7) (548560 21 -43) (579897 573 -26) (665294 64 -38) (678923 116 -36) (781830 267 -6) (905980 401 -11) (936141 0 -49) (1039039 195 -36) (1142734 147 -19) (1211395 27 -48) (1222748 415 -7) (1331863 111 -36) (1416763 2058 -8) (1554412 580 -6) (1599751 910 -6) (1703771 1633 -7) (1811342 1520 -8)],6064,8576,70.7089552239,行行如西进了我的换成一种自我与背影,17,52
2018-05-11-18-31-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_31_00\capaec21.pcm,-6,10354,12036,86.0252575607,[(405337 60 -42) (434914 578 -8) (504295 24 -44) (573799 592 -24) (665480 55 -40) (679225 102 -42) (750114 37 -41) (781869 256 -6) (906039 385 -10) (935713 27 -38) (1039127 204 -36) (1142309 145 -19) (1210585 769 -8) (1332295 115 -35) (1416389 2091 -7) (1553004 714 -6) (1600009 910 -6) (1703775 1707 -7) (1811413 1548 -8) (2040413 35 -45)],6136,8576,71.5485074627,行有如西进了我的王成一种自我与背影,17,52
2018-05-11-18-32-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_32_00\capaec22.pcm,-6,10409,12036,86.4822200066,[(108209 198 -44) (404504 83 -41) (435030 610 -8) (504340 48 -41) (578922 589 -23) (666191 46 -38) (678457 306 -35) (750557 31 -48) (769851 0 -49) (781410 283 -6) (903914 389 -13) (935784 11 -44) (1038679 179 -36) (1064555 2 -48) (1142280 119 -21) (1210704 561 -8) (1331471 81 -32) (1415975 1860 -7) (1515212 13 -38) (1552710 725 -7) (1599553 907 -6) (1703667 1638 -6) (1810759 1730 -8)],6109,8576,71.2336753731,行行西进了我的换成一种自我与背影,16,52
2018-05-11-18-33-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_33_00\capaec23.pcm,-6,10840,12036,90.0631439016,[(405466 26 -43) (435241 625 -7) (504180 18 -44) (548952 13 -44) (573647 701 -27) (664669 584 -34) (750341 3 -46) (768082 39 -44) (781693 257 -6) (905859 407 -10) (935275 24 -40) (1038976 205 -37) (1142611 144 -20) (1211446 565 -7) (1332412 61 -37) (1416932 2062 -8) (1553061 1877 -6) (1703275 1704 -6) (1811850 1525 -8)],6178,8576,72.0382462687,行行如西进了我的望城一中只是我想与背影,19,52
2018-05-11-18-34-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_34_00\capaec24.pcm,-6,10908,12036,90.628115653,[(106593 47 -43) (405238 64 -43) (435320 619 -7) (503953 28 -41) (548827 14 -45) (574296 759 -28) (665593 553 -36) (768485 11 -47) (781518 276 -6) (903811 409 -11) (1038810 198 -36) (1142430 135 -18) (1210440 582 -8) (1331178 103 -32) (1416060 2088 -9) (1553399 755 -7) (1599581 914 -6) (1703411 1697 -7) (1813257 1656 -8)],5870,8576,68.4468283582,行用如习进了我的换成一种自我与背影,17,52
2018-05-11-18-35-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_35_00\capaec25.pcm,-4,10289,12036,85.4852110336,[(94856 451 -42) (403895 59 -40) (435335 582 -8) (504662 7 -48) (548812 8 -46) (580853 546 -28) (665342 39 -39) (679046 135 -45) (768629 29 -46) (782330 253 -4) (905142 390 -10) (1039414 201 -36) (1143567 138 -18) (1211503 0 -49) (1223389 513 -7) (1331854 144 -34) (1416792 2049 -8) (1554818 537 -7) (1600657 897 -6) (1703549 1712 -7) (1811433 1526 -8) (2061212 73 -43)],5716,8576,66.651119403,行有从西进了我的啊王成一种自我与背影,18,52
2018-05-11-18-36-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_36_00\capaec26.pcm,-6,10211,12036,84.8371552011,[(58398 5 -48) (405397 24 -44) (435477 576 -8) (504076 25 -41) (549318 0 -49) (574389 734 -26) (665766 415 -37) (768213 31 -43) (782162 267 -6) (906371 370 -11) (935467 23 -42) (1039376 194 -36) (1080431 164 -39) (1142701 143 -20) (1211464 28 -47) (1223104 423 -7) (1332537 121 -35) (1416708 2063 -9) (1556466 500 -8) (1600616 897 -6) (1703505 1722 -7) (1813066 1486 -8)],6074,8576,70.8255597015,行行从西进了我的王成勇自我与背影,16,52
2018-05-11-18-37-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_37_00\capaec27.pcm,-6,10575,12036,87.8614157527,[(404631 45 -40) (435387 606 -7) (504177 20 -45) (579593 632 -26) (665113 68 -42) (678674 305 -38) (769157 0 -48) (781881 265 -6) (905327 381 -10) (987024 103 -33) (1038531 225 -34) (1142654 143 -19) (1212797 0 -49) (1222738 503 -7) (1333197 110 -40) (1350778 9 -45) (1416682 2071 -7) (1554098 1857 -6) (1703323 1726 -7) (1811531 1506 -9) (2050117 0 -48)],6112,8576,71.2686567164,行有如西进了我的王长勇自我与背影,16,52
2018-05-11-18-38-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_38_00\capaec28.pcm,-6,10450,12036,86.8228647391,[(191663 9 -49) (404459 48 -39) (435569 612 -8) (504757 33 -46) (581229 654 -27) (666927 15 -44) (678933 126 -39) (768695 9 -48) (782297 257 -6) (906058 383 -11) (1039217 216 -34) (1064476 2 -47) (1143171 139 -20) (1210269 791 -7) (1332584 96 -37) (1416603 2059 -8) (1558960 1758 -6) (1703919 1717 -6) (1811843 1521 -8) (1911269 5 -48)],6043,8576,70.4640858209,行用从西进了我的王成一种自我与背影,17,52
2018-05-11-18-39-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_39_00\capaec29.pcm,-6,10130,12036,84.1641741442,[(404520 31 -41) (435096 580 -8) (503906 36 -46) (581396 584 -26) (664668 586 -40) (781868 253 -6) (903898 417 -11) (935120 21 -39) (1038760 225 -36) (1142762 129 -18) (1212453 0 -49) (1222573 501 -7) (1331898 73 -40) (1416631 2050 -9) (1554328 536 -6) (1589799 0 -49) (1600028 900 -6) (1703317 1704 -7) (1811319 1504 -8)],5934,8576,69.1930970149,行行从西进了我的自我与背影,13,52
2018-05-11-18-40-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_40_00\capaec30.pcm,-6,10466,12036,86.9557992689,[(404413 64 -42) (434721 592 -8) (503979 41 -44) (579475 593 -26) (665086 575 -37) (781296 276 -6) (905172 425 -11) (1038699 193 -36) (1063717 12 -48) (1142491 140 -21) (1211226 28 -49) (1222315 542 -8) (1332456 58 -41) (1416248 2081 -7) (1552743 725 -7) (1599886 899 -6) (1703315 1698 -7) (1810593 1524 -9)],6079,8576,70.8838619403,行行从西进了我的通常一种自我与背影,17,52
2018-05-11-18-41-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_41_00\capaec31.pcm,-5,9511,12036,79.0212695248,[(404202 83 -41) (434795 588 -8) (503752 74 -36) (578968 446 -26) (664913 65 -36) (678538 59 -41) (768334 23 -44) (781607 283 -5) (903831 414 -12) (1038722 203 -34) (1064169 0 -48) (1142469 143 -24) (1210338 53 -47) (1222593 324 -7) (1332044 41 -36) (1416402 2064 -9) (1552607 516 -6) (1589867 4 -46) (1599862 901 -6) (1703080 1707 -7) (1810863 1520 -9)],5890,8576,68.6800373134,行行从习进了我的换成一种自我调与背影,18,52
2018-05-11-18-42-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_42_00\capaec32.pcm,-6,10232,12036,85.0116317714,[(25546 10 -49) (405466 31 -43) (435243 516 -7) (504832 16 -43) (549411 7 -49) (579824 649 -21) (626482 37 -47) (665518 61 -39) (678682 67 -33) (769256 1 -48) (781759 278 -6) (904637 363 -10) (1038962 179 -37) (1142098 154 -22) (1212187 751 -7) (1332039 140 -35) (1416185 2079 -7) (1552787 563 -7) (1599768 906 -6) (1703208 1717 -6) (1810172 1553 -8) (1910920 21 -41) (2061669 79 -43) (2080607 54 -48)],6152,8576,71.7350746269,行从西进了我的话王强一种自我与背影,17,52
2018-05-11-18-43-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_43_00\capaec33.pcm,-6,10605,12036,88.110667996,[(315649 141 -40) (404844 31 -41) (435178 627 -8) (504608 1 -47) (548836 9 -44) (580137 523 -26) (665546 575 -36) (781939 266 -6) (905416 377 -10) (935208 18 -36) (1038764 223 -36) (1063360 1 -48) (1143141 126 -20) (1210810 32 -47) (1222895 412 -7) (1331838 59 -38) (1416503 2056 -9) (1553005 1870 -6) (1655411 37 -37) (1703400 1704 -7) (1811417 1517 -8)],6232,8576,72.6679104478,赢有如西进了我的望城一中自我与背影,17,52
2018-05-11-18-44-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_44_00\capaec34.pcm,-6,10216,12036,84.8786972416,[(404996 30 -44) (435345 574 -8) (504166 24 -45) (549054 11 -46) (579732 529 -25) (666334 565 -36) (768011 48 -45) (781782 258 -6) (904630 388 -10) (1038876 143 -36) (1142547 143 -23) (1210856 684 -8) (1331201 81 -33) (1416595 2077 -7) (1554290 541 -7) (1600156 910 -6) (1703809 1707 -6) (1811725 1503 -8)],6146,8576,71.6651119403,行有如西进了我的王成一种自我与背影,17,52
2018-05-11-18-45-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_45_00\capaec35.pcm,-6,11323,12036,94.0761050183,[(405702 24 -46) (435208 606 -8) (549539 9 -49) (579122 819 -20) (666835 556 -34) (750479 38 -43) (770404 9 -49) (781554 267 -6) (904017 386 -11) (1038718 184 -35) (1142045 146 -19) (1210953 790 -7) (1333039 107 -39) (1416068 2085 -7) (1553778 1869 -6) (1703227 1725 -6) (1810531 1703 -8)],6121,8576,71.3736007463,行有如西进了我的完成一种自我小与背影,18,52
2018-05-11-18-46-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_46_00\capaec36.pcm,-6,10738,12036,89.2156862745,[(34841 90 -48) (195974 160 -41) (404938 43 -43) (435683 594 -7) (504268 30 -39) (574045 703 -26) (626218 40 -46) (665507 62 -40) (679476 138 -36) (750515 33 -46) (782480 296 -6) (906182 373 -11) (936158 14 -43) (1039533 195 -35) (1142875 151 -22) (1210779 776 -7) (1331969 44 -36) (1416932 2062 -9) (1555392 1840 -6) (1704417 1567 -7) (1811785 1527 -8)],6102,8576,71.1520522388,赢用从西进了我的王成一种自我与背影,17,52
2018-05-11-18-47-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_47_00\capaec37.pcm,-6,10745,12036,89.2738451313,[(405122 37 -48) (435923 614 -8) (503968 40 -40) (549497 14 -44) (579972 573 -25) (668449 297 -39) (750183 45 -40) (768529 555 -6) (906131 393 -10) (1038959 219 -35) (1142860 146 -23) (1211864 2 -49) (1222896 335 -7) (1332427 72 -38) (1414924 2124 -7) (1553549 1883 -6) (1655548 25 -46) (1703492 1685 -6) (1811530 1686 -8)],5983,8576,69.7644589552,行用如西进了我的换成一种是我挑与背影,18,52
2018-05-11-18-48-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_48_00\capaec38.pcm,-6,10026,12036,83.3000997009,[(404944 38 -44) (435620 587 -8) (549226 13 -45) (579867 569 -25) (665599 63 -36) (678837 307 -36) (781864 267 -6) (905370 374 -10) (935658 22 -35) (1038950 181 -35) (1064129 60 -47) (1142730 135 -20) (1212980 9 -48) (1223153 524 -7) (1332551 61 -40) (1416796 1847 -7) (1515267 23 -39) (1554590 697 -6) (1599887 897 -6) (1703365 1663 -7) (1811371 1689 -8)],6102,8576,71.1520522388,人行如行进了我的黄皇城一种只是我与背影,19,52
2018-05-11-18-49-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_49_00\capaec39.pcm,-6,10217,12036,84.8870056497,[(403919 47 -41) (434424 520 -8) (504077 11 -44) (548534 11 -47) (578596 560 -24) (664796 571 -36) (769008 4 -47) (780597 279 -6) (904428 381 -10) (1038212 217 -39) (1141554 128 -21) (1210968 551 -8) (1331888 187 -38) (1415234 1866 -8) (1552314 717 -7) (1599173 899 -6) (1652189 32 -38) (1702862 1712 -6) (1810454 1524 -8)],6024,8576,70.2425373134,人行如行你进了我的话王强一种自我与背影,19,52
2018-05-11-18-50-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_50_00\capaec40.pcm,-6,10363,12036,86.1000332336,[(404792 27 -44) (434978 596 -7) (504515 9 -46) (573915 753 -26) (666255 34 -42) (678344 142 -31) (768625 1 -49) (781663 275 -6) (904214 412 -11) (1038611 206 -35) (1142146 155 -17) (1210990 36 -47) (1222603 502 -8) (1332073 56 -39) (1416548 2063 -7) (1554737 1844 -6) (1702965 1733 -7) (1811237 1519 -8)],6071,8576,70.7905783582,行行如西进了我的王成一种自我与背影,17,52
2018-05-11-18-51-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_51_00\capaec41.pcm,-6,9709,12036,80.6663343303,[(404178 49 -40) (435316 616 -8) (581046 583 -29) (666232 24 -46) (682892 87 -41) (750197 2 -49) (782721 252 -6) (905828 393 -10) (935953 6 -47) (1039672 218 -37) (1143423 136 -20) (1211003 45 -43) (1223575 521 -7) (1331578 141 -33) (1417176 2015 -9) (1555493 532 -6) (1600727 901 -6) (1704466 1711 -6) (1812959 1477 -8)],6070,8576,70.7789179104,行如西进了我的王成勇自我与背影,15,52
2018-05-11-18-52-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_52_00\capaec42.pcm,-6,10084,12036,83.7819873712,[(405228 28 -43) (434998 646 -8) (504192 42 -43) (549228 1 -49) (580448 573 -27) (665383 62 -47) (678792 305 -42) (782484 253 -6) (905246 388 -10) (1039277 214 -35) (1142889 138 -16) (1211203 775 -7) (1331861 119 -35) (1416800 2041 -9) (1556854 501 -6) (1600770 890 -6) (1704610 1599 -6) (1812077 1509 -8)],6059,8576,70.6506529851,赢有从西进了我的王成勇自我与背影,16,52
2018-05-11-18-53-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_18_53_00\capaec43.pcm,-6,9933,12036,82.5274177468,[(405535 27 -44) (435499 576 -7) (504399 28 -42) (549778 4 -47) (580118 645 -24) (667380 12 -47) (679236 87 -39) (782183 275 -6) (905229 389 -10) (936085 10 -46) (1039351 209 -36) (1142683 168 -22) (1211732 28 -47) (1223115 419 -7) (1332241 84 -35) (1417072 2079 -8) (1554855 685 -7) (1600639 909 -6) (1703817 1695 -6) (1812637 1497 -8) (2060970 47 -46) (2102653 60 -47)],5951,8576,69.3913246269,行有从西进了我的王强一种自我与背影,17,52
