TestTime,Result,Cooked,PeakdB,CookedVPtime,RefVPTime,CookedTime/RefTime*100%,VPList,CookedTime,RefTime,Cooked/RefTime*100%,VRRestult,CookVLen,RefVLen
2018-05-23-18-10-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_10_00\capaec10.pcm,-27,2247,12036,18.66899302,[(46362 14 -45) (147594 99 -43) (455947 7 -46) (490703 9 -48) (651250 72 -41) (714242 52 -32) (738665 6 -49) (799016 85 -38) (866933 0 -49) (963388 15 -45) (1025835 6 -47) (1236968 0 -48) (1260616 18 -44) (1380952 567 -27) (1525247 397 -39) (1651489 190 -38) (1755824 45 -45) (1797173 367 -44) (1915674 197 -49) (2033954 18 -44) (2139890 83 -47)],23984,8576,279.6641791,Recognition Failed! ,0,52
2018-05-23-18-11-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_11_00\capaec11.pcm,-26,1653,12036,13.7337986,[(0 163 -26) (82751 0 -49) (205142 58 -39) (342574 21 -46) (456594 1 -48) (490155 24 -48) (554209 16 -47) (715867 36 -39) (728575 2 -49) (739448 0 -49) (798754 133 -38) (866276 33 -42) (933896 0 -49) (1127818 253 -43) (1310173 12 -46) (1368792 20 -40) (1380642 127 -41) (1533482 128 -46) (1684062 4 -47) (2035226 14 -44) (2109809 160 -36) (2127661 448 -45)],21459,8576,250.2215485,Recognition Failed! ,0,52
2018-05-23-18-12-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_12_00\capaec12.pcm,-41,535,12036,4.444998338,[(276147 94 -43) (296895 6 -49) (376469 1 -47) (456109 17 -48) (597658 29 -46) (653523 111 -46) (714933 61 -41) (800540 72 -46) (1027557 0 -49) (1128040 42 -47) (1266955 19 -48) (1310742 2 -48) (1382402 59 -46) (1684392 9 -47) (2035721 0 -49) (2129918 13 -48)],39308,8576,458.3488806,Recognition Failed! ,0,52
2018-05-23-18-13-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_13_00\capaec13.pcm,-35,1284,12036,10.66799601,[(51795 0 -49) (70469 143 -43) (115491 0 -49) (252206 204 -46) (455610 18 -47) (489720 433 -42) (597146 23 -45) (715788 41 -40) (739177 0 -49) (798568 109 -35) (866855 22 -44) (966767 85 -46) (1127230 44 -40) (1265155 43 -45) (1309978 14 -47) (1368853 11 -45) (1382089 61 -44) (1653735 0 -47) (1669208 15 -46) (1798943 0 -48) (2034761 18 -47) (2137893 0 -49)],34640,8576,403.9179104,Recognition Failed! ,0,52
2018-05-23-18-14-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_14_00\capaec14.pcm,-33,1236,12036,10.26919242,[(60334 86 -47) (74888 233 -38) (179165 0 -49) (207504 0 -49) (223911 0 -49) (317889 12 -49) (456643 10 -45) (571574 0 -49) (659394 11 -45) (715489 41 -47) (799291 102 -37) (868050 0 -49) (934892 0 -49) (1114682 19 -48) (1126030 0 -48) (1261785 12 -44) (1369233 17 -41) (1383152 34 -45) (1528632 423 -33) (1799378 0 -47) (1878226 24 -46) (1910746 116 -35) (2035141 26 -37) (2080842 70 -45)],32163,8576,375.0349813,Recognition Failed! ,0,52
2018-05-23-18-15-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_15_00\capaec15.pcm,-34,2522,12036,20.95380525,[(93636 0 -49) (150917 201 -45) (181462 133 -44) (241474 21 -49) (266155 0 -48) (290110 197 -48) (315497 48 -46) (491245 427 -44) (654210 0 -48) (715577 67 -34) (799168 142 -34) (826273 31 -48) (1113497 347 -37) (1260543 47 -46) (1369666 26 -42) (1389977 146 -46) (1406620 22 -45) (1537571 63 -39) (1682496 28 -45) (1907159 71 -46) (2035045 37 -36) (2118831 468 -41)],32807,8576,382.5443097,Recognition Failed! ,0,52
2018-05-23-18-16-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_16_00\capaec16.pcm,-35,3221,12036,26.76138252,[(48 306 -39) (61149 783 -35) (169176 109 -49) (204765 16 -49) (219389 122 -38) (239382 207 -41) (263887 303 -37) (318653 400 -38) (349757 78 -43) (378511 138 -40) (456919 15 -48) (492393 61 -46) (598815 5 -48) (654472 0 -49) (715771 54 -37) (799647 163 -38) (823797 396 -40) (868325 14 -48) (1262588 6 -48) (1298265 12 -47) (1529733 0 -48) (1800027 4 -49) (2035540 29 -38)],34550,8576,402.8684701,Recognition Failed! ,0,52
2018-05-23-18-17-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_17_00\capaec17.pcm,-31,617,12036,5.126287803,[(214817 0 -49) (232990 58 -49) (456471 11 -48) (492367 16 -48) (516176 0 -49) (572569 2 -49) (653135 2 -48) (716196 62 -34) (799130 136 -36) (868132 16 -42) (1038126 0 -49) (1262394 16 -48) (1298571 2 -48) (1383375 40 -46) (1799110 143 -45) (1909910 0 -49) (1929678 69 -38) (2035783 33 -31) (2062405 11 -49) (2113761 0 -49)],29786,8576,347.318097,Recognition Failed! ,0,52
2018-05-23-18-18-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_18_00\capaec18.pcm,-36,328,12036,2.72515786,[(147304 0 -49) (182811 127 -41) (243439 0 -49) (716716 27 -49) (800222 101 -36) (868553 11 -46) (1311743 12 -46) (1384362 25 -45) (1784822 0 -49) (1800714 18 -48) (2036907 7 -44)],33814,8576,394.2863806,Recognition Failed! ,0,52
2018-05-23-18-19-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_19_00\capaec19.pcm,-33,395,12036,3.281821203,[(457901 0 -49) (491546 0 -49) (555963 24 -42) (599024 6 -48) (624676 23 -45) (689645 5 -47) (715003 87 -33) (798596 148 -36) (868267 3 -47) (1027798 22 -47) (1298351 10 -47) (1311386 13 -44) (1384159 37 -48) (2036094 17 -45)],31170,8576,363.4561567,Recognition Failed! ,0,52
2018-05-23-18-20-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_20_00\capaec20.pcm,-34,516,12036,4.287138584,[(114621 233 -44) (458066 13 -47) (492334 23 -46) (716887 54 -34) (801477 88 -37) (869051 7 -47) (1114816 0 -49) (1299309 2 -45) (1312337 10 -48) (1384528 54 -43) (1801176 2 -48) (1910540 5 -49) (2036600 25 -42)],31487,8576,367.1525187,Recognition Failed! ,0,52
2018-05-23-18-21-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_21_00\capaec21.pcm,-35,346,12036,2.874709206,[(458554 24 -48) (492805 16 -48) (557015 25 -43) (599601 15 -46) (717219 60 -38) (800710 140 -35) (869267 7 -48) (1263925 7 -49) (1299370 10 -47) (1312572 7 -48) (1385014 28 -44) (1801183 0 -49) (2037595 7 -47)],33496,8576,390.5783582,Recognition Failed! ,0,52
2018-05-23-18-22-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_22_00\capaec22.pcm,-36,320,12036,2.658690595,[(457736 29 -48) (493809 2 -45) (559124 1 -49) (718376 30 -39) (801487 101 -36) (869360 10 -46) (936406 0 -49) (1264160 9 -46) (1312689 15 -46) (1383152 71 -39) (1405475 0 -49) (1801419 7 -49) (1880529 1 -48) (2036388 44 -36)],33302,8576,388.3162313,Recognition Failed! ,0,52
2018-05-23-18-23-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_23_00\capaec23.pcm,-30,412,12036,3.423064141,[(457648 15 -48) (493830 4 -49) (557376 55 -36) (573506 19 -44) (599529 20 -46) (716012 94 -30) (801136 143 -35) (869253 21 -46) (1384487 41 -45) (1801445 0 -48)],27114,8576,316.1613806,Recognition Failed! ,0,52
2018-05-23-18-24-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_24_00\capaec24.pcm,-38,286,12036,2.376204719,[(458389 17 -47) (491616 49 -46) (627033 0 -49) (655274 14 -48) (718858 32 -38) (801328 117 -41) (1029005 23 -47) (1312744 0 -48) (1385404 24 -45) (1686525 8 -46) (1786104 0 -48) (1801584 2 -47)],35853,8576,418.0620336,Recognition Failed! ,0,52
2018-05-23-18-25-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_25_00\capaec25.pcm,-33,477,12036,3.963110668,[(459861 9 -47) (495598 0 -49) (575542 10 -46) (655752 34 -48) (667351 132 -44) (719001 59 -33) (803048 101 -39) (871117 29 -43) (987238 0 -49) (1015609 4 -48) (1264818 29 -45) (1386043 48 -46) (1688351 4 -48) (2039128 18 -43)],31470,8576,366.954291,Recognition Failed! ,0,52
2018-05-23-18-26-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_26_00\capaec26.pcm,-36,276,12036,2.293120638,[(460785 29 -46) (719443 54 -36) (732761 11 -47) (803536 104 -38) (871159 36 -38) (1266394 0 -49) (1301610 9 -49) (1315274 0 -49) (1386586 16 -49) (1883202 0 -49) (2039304 17 -41)],33370,8576,389.1091418,Recognition Failed! ,0,52
2018-05-23-18-27-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_27_00\capaec27.pcm,-35,312,12036,2.59222333,[(458240 30 -47) (601499 22 -48) (718633 61 -35) (802608 133 -36) (1385471 47 -46) (1802649 7 -48) (2038566 12 -45)],33358,8576,388.9692164,Recognition Failed! ,0,52
2018-05-23-18-28-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_28_00\capaec28.pcm,-34,375,12036,3.115653041,[(114234 15 -46) (459271 14 -48) (493942 31 -48) (718991 56 -38) (802470 137 -34) (871236 14 -45) (938678 0 -49) (1015350 0 -48) (1301317 2 -46) (1373342 5 -48) (1385114 66 -43) (2038242 35 -34)],31298,8576,364.948694,Recognition Failed! ,0,52
2018-05-23-18-29-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_29_00\capaec29.pcm,-30,2256,12036,18.74376869,[(23311 83 -45) (70496 99 -43) (176983 10 -48) (223153 21 -49) (281099 1287 -30) (373139 166 -44) (459416 29 -48) (495163 99 -47) (601294 39 -42) (657181 92 -47) (720056 41 -39) (803059 114 -39) (871535 18 -44) (1121752 74 -45) (1301466 0 -49) (1314146 14 -48) (1372796 25 -40) (1386254 38 -47) (1688202 7 -48) (1803089 0 -49)],28586,8576,333.3255597,Recognition Failed! ,0,52
2018-05-23-18-30-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_30_00\capaec30.pcm,-33,233,12036,1.935859089,[(147957 0 -49) (295136 0 -49) (719661 58 -33) (804044 94 -38) (871939 26 -40) (1242521 2 -49) (1266721 6 -47) (1386698 47 -44)],31170,8576,363.4561567,Recognition Failed! ,0,52
2018-05-23-18-31-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_31_00\capaec31.pcm,-33,475,12036,3.946493852,[(459981 16 -46) (561000 29 -43) (575669 19 -47) (601886 41 -47) (629248 0 -49) (718905 72 -33) (802667 168 -36) (871436 22 -47) (1031923 1 -49) (1266044 14 -45) (1301765 12 -45) (1386856 48 -44) (1913053 7 -49) (2039271 26 -42)],31356,8576,365.625,Recognition Failed! ,0,52
2018-05-23-18-32-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_32_00\capaec32.pcm,-30,852,12036,7.078763709,[(47010 96 -44) (217736 1 -49) (255577 270 -47) (460759 4 -49) (494865 16 -46) (719007 81 -30) (802574 133 -35) (872167 16 -46) (1032298 205 -49) (1388994 1 -48) (1883086 19 -48) (2040219 10 -47)],27698,8576,322.9710821,Recognition Failed! ,0,52
2018-05-23-18-33-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_33_00\capaec33.pcm,-35,635,12036,5.275839149,[(48702 0 -49) (461541 0 -49) (720304 66 -35) (734372 5 -47) (804693 147 -37) (872940 21 -44) (1387583 50 -42) (1538789 64 -45) (1659759 282 -44)],33627,8576,392.1058769,Recognition Failed! ,0,52
2018-05-23-18-34-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_34_00\capaec34.pcm,-41,235,12036,1.952475906,[(227587 26 -47) (284135 0 -49) (461406 29 -49) (496367 26 -49) (562817 2 -48) (723037 0 -49) (805075 68 -43) (873378 0 -49) (1267865 9 -48) (1316388 5 -48) (1388276 40 -46) (1914938 5 -49) (2040858 25 -41)],39073,8576,455.6086754,Recognition Failed! ,0,52
2018-05-23-18-35-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_35_00\capaec35.pcm,-32,476,12036,3.95480226,[(294911 61 -46) (461935 6 -49) (495748 49 -47) (721551 65 -32) (804259 155 -37) (873698 23 -42) (1018232 4 -47) (1033232 21 -47) (1268474 2 -49) (1375621 16 -43) (1388774 39 -47) (1914641 16 -47) (2041486 19 -42)],29131,8576,339.6805037,Recognition Failed! ,0,52
2018-05-23-18-36-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_36_00\capaec36.pcm,-34,925,12036,7.685277501,[(257398 147 -43) (379028 100 -45) (497319 0 -48) (516605 89 -47) (561745 37 -41) (720482 65 -34) (734300 11 -46) (804822 106 -38) (872993 12 -47) (1268004 0 -49) (1388748 15 -45) (1658143 162 -40) (1884794 0 -49) (1912670 108 -44) (1937597 3 -48) (2040171 35 -34) (2063190 35 -49)],32092,8576,374.2070896,Recognition Failed! ,0,52
2018-05-23-18-37-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_37_00\capaec37.pcm,-36,478,12036,3.971419076,[(376976 0 -49) (462938 0 -48) (496459 25 -47) (561151 46 -42) (577608 0 -48) (721245 54 -38) (804947 112 -36) (870744 74 -43) (1267232 17 -49) (1375463 10 -45) (1387286 50 -45) (2040790 31 -38) (2081129 0 -49) (2130416 59 -43)],33629,8576,392.1291978,Recognition Failed! ,0,52
2018-05-23-18-38-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_38_00\capaec38.pcm,-28,416,12036,3.456297773,[(346565 23 -47) (461603 35 -48) (497659 0 -48) (604120 27 -47) (659012 19 -46) (720203 84 -28) (805112 109 -35) (873103 26 -46) (940756 0 -49) (1033683 0 -49) (1316191 0 -49) (1388049 48 -45) (1805252 5 -48) (1914738 12 -47) (2040956 28 -45)],24029,8576,280.1888993,Recognition Failed! ,0,52
2018-05-23-18-39-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_39_00\capaec39.pcm,-37,305,12036,2.534064473,[(463217 13 -49) (498532 7 -48) (561522 0 -48) (723083 30 -40) (805756 118 -37) (874409 25 -43) (1268484 19 -46) (1317519 0 -49) (1388255 73 -42) (1884929 20 -47)],36008,8576,419.869403,Recognition Failed! ,0,52
2018-05-23-18-40-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_40_00\capaec40.pcm,-35,268,12036,2.226653373,[(496603 33 -47) (722661 35 -35) (805774 126 -38) (874310 5 -49) (1267746 0 -48) (1317097 2 -49) (1388865 47 -46) (1789773 5 -47) (1885420 8 -46) (2042176 7 -46)],33488,8576,390.4850746,Recognition Failed! ,0,52
2018-05-23-18-41-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_41_00\capaec41.pcm,-35,474,12036,3.938185444,[(463253 21 -49) (578693 11 -44) (604911 18 -47) (723543 24 -48) (805516 127 -35) (874698 12 -46) (1034330 218 -46) (1390517 25 -45) (1691855 0 -48) (2042525 18 -44)],33452,8576,390.0652985,Recognition Failed! ,0,52
2018-05-23-18-42-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_42_00\capaec42.pcm,-34,629,12036,5.225988701,[(20789 41 -49) (43444 0 -49) (463613 24 -44) (506835 0 -49) (563675 27 -41) (724395 22 -45) (736289 0 -48) (806763 96 -40) (874890 18 -43) (1035024 8 -47) (1245459 0 -49) (1269542 138 -46) (1317726 22 -46) (1389528 49 -44) (1665076 122 -47) (1791546 0 -49) (1938314 25 -44) (2042344 37 -34)],31500,8576,367.3041045,Recognition Failed! ,0,52
2018-05-23-18-43-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_43_00\capaec43.pcm,-33,835,12036,6.937520771,[(226075 137 -35) (361187 215 -46) (533981 0 -49) (605845 24 -46) (722881 48 -40) (806960 89 -36) (1034677 213 -48) (1305075 6 -48) (1318399 0 -47) (1376903 14 -42) (1389958 43 -46) (1692042 2 -49) (1886667 0 -48) (2041868 44 -33)],31361,8576,365.6833022,Recognition Failed! ,0,52
2018-05-23-18-44-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_44_00\capaec44.pcm,-36,223,12036,1.852775008,[(463324 53 -43) (498262 26 -48) (605768 6 -47) (659953 0 -49) (697002 0 -49) (722968 56 -36) (810802 7 -49) (846188 0 -48) (875109 25 -48) (1269365 14 -46) (1305386 1 -49) (1392067 0 -49) (1412785 25 -47) (1805598 0 -49) (2041944 10 -45)],33488,8576,390.4850746,Recognition Failed! ,0,52
2018-05-23-18-45-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_45_00\capaec45.pcm,-36,390,12036,3.240279163,[(462343 42 -47) (722587 66 -36) (805282 158 -36) (874718 21 -44) (1269100 8 -49) (1304710 12 -44) (1389363 50 -44) (1790687 4 -49) (1806625 1 -49) (2042273 28 -46)],33417,8576,389.6571828,Recognition Failed! ,0,52
2018-05-23-18-46-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_46_00\capaec46.pcm,-40,333,12036,2.7666999,[(463285 12 -48) (498562 0 -49) (561465 17 -48) (604373 41 -47) (723710 14 -48) (735905 1 -49) (805973 104 -40) (1267786 44 -43) (1375807 21 -43) (1388294 79 -41) (1537145 0 -49) (1790257 0 -49)],35852,8576,418.0503731,Recognition Failed! ,0,52
2018-05-23-18-47-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_47_00\capaec47.pcm,-28,629,12036,5.225988701,[(462893 36 -40) (498593 0 -49) (520701 97 -36) (658091 57 -40) (678414 25 -49) (695940 5 -49) (721034 85 -28) (735585 9 -46) (805836 159 -32) (871338 86 -40) (1269066 1 -47) (1389038 49 -44) (1806196 5 -47) (2042438 15 -45)],24147,8576,281.5648321,Recognition Failed! ,0,52
2018-05-23-18-48-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_48_00\capaec48.pcm,-35,218,12036,1.811232968,[(463047 0 -49) (723709 45 -39) (805365 120 -35) (874843 16 -44) (1390700 3 -47) (1915770 5 -48) (2042340 29 -36)],33322,8576,388.5494403,Recognition Failed! ,0,52
2018-05-23-18-49-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_49_00\capaec49.pcm,-37,452,12036,3.755400465,[(197724 4 -49) (464764 0 -49) (722998 17 -45) (736673 4 -49) (806685 116 -37) (875229 9 -47) (1035169 10 -47) (1268959 22 -46) (1318257 6 -46) (1391625 23 -45) (1806281 203 -37) (1886162 0 -49) (1916520 2 -49) (2042337 36 -37) (2123306 0 -49)],36163,8576,421.6767724,Recognition Failed! ,0,52
2018-05-23-18-50-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_50_00\capaec50.pcm,-34,279,12036,2.318045862,[(464448 25 -43) (499860 1 -49) (724443 0 -49) (807227 117 -37) (1122195 0 -49) (1269832 16 -47) (1378156 3 -48) (1389723 64 -43) (1664961 0 -49) (1917237 21 -48) (2042952 32 -34)],31417,8576,366.3362873,Recognition Failed! ,0,52
2018-05-23-18-51-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_51_00\capaec51.pcm,-37,374,12036,3.107344633,[(341532 0 -48) (462528 30 -47) (499297 1 -48) (563885 23 -44) (604951 43 -45) (631372 23 -46) (722850 48 -43) (806713 109 -37) (874954 14 -46) (1035378 0 -49) (1268133 7 -49) (1305229 0 -49) (1377247 6 -48) (1388591 70 -42) (1692014 0 -49) (2043597 0 -49)],35776,8576,417.1641791,Recognition Failed! ,0,52
2018-05-23-18-52-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_52_00\capaec52.pcm,-35,851,12036,7.070455301,[(11213 3 -49) (91818 0 -48) (142118 0 -49) (499290 12 -47) (605782 18 -47) (660596 25 -48) (723548 55 -37) (806656 147 -36) (875381 11 -46) (1035296 10 -49) (1270332 6 -48) (1305830 6 -49) (1390725 38 -46) (1692621 0 -49) (1807704 0 -48) (1916961 489 -42) (2043105 31 -35) (2151939 0 -49)],34236,8576,399.2070896,Recognition Failed! ,0,52
2018-05-23-18-53-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_18_53_00\capaec53.pcm,-33,868,12036,7.211698239,[(154051 0 -49) (465690 5 -48) (499184 26 -45) (661350 0 -49) (722969 73 -33) (807580 133 -35) (1390783 47 -45) (1549144 167 -44) (1808050 171 -48) (1916977 25 -47) (2121629 221 -42)],31482,8576,367.0942164,Recognition Failed! ,0,52
